Target	Source	Region	Depth	Prevalence	Type	Source_PhylumDivision	Target_PhylumDivision
Prok_ASV_4127	Prok_ASV_3102	SPO	DCM	1	Pro_Pro	Alphaproteobacteria	Alphaproteobacteria
Prok_ASV_4127	Prok_ASV_2074	SPO	DCM	1	Pro_Pro	Alphaproteobacteria	Alphaproteobacteria
Prok_ASV_4127	Prok_ASV_2099	SPO	DCM	1	Pro_Pro	Alphaproteobacteria	Alphaproteobacteria
Prok_ASV_4127	Prok_ASV_1456	SPO	DCM	1	Pro_Pro	Gammaproteobacteria	Alphaproteobacteria
Prok_ASV_4127	Prok_ASV_725	SPO	DCM	1	Pro_Pro	Alphaproteobacteria	Alphaproteobacteria
Prok_ASV_4146	Prok_ASV_1652	SPO	DCM	1	Pro_Pro	Alphaproteobacteria	Alphaproteobacteria
Prok_ASV_4146	Prok_ASV_3296	SPO	DCM	1	Pro_Pro	Alphaproteobacteria	Alphaproteobacteria
Prok_ASV_4146	Prok_ASV_1086	SPO	DCM	1	Pro_Pro	Gammaproteobacteria	Alphaproteobacteria
Prok_ASV_4146	Prok_ASV_2099	SPO	DCM	1	Pro_Pro	Alphaproteobacteria	Alphaproteobacteria
Prok_ASV_4146	Prok_ASV_1018	SPO	DCM	1	Pro_Pro	Gammaproteobacteria	Alphaproteobacteria
Prok_ASV_4146	Prok_ASV_589	SPO	DCM	1	Pro_Pro	Alphaproteobacteria	Alphaproteobacteria
Prok_ASV_417	Prok_ASV_236	SPO	DCM	1	Pro_Pro	Bacteroidetes	Alphaproteobacteria
Prok_ASV_417	Prok_ASV_289	SPO	DCM	1	Pro_Pro	Gammaproteobacteria	Alphaproteobacteria
Prok_ASV_4378	Prok_ASV_1214	SPO	DCM	1	Pro_Pro	Gammaproteobacteria	Alphaproteobacteria
Prok_ASV_439	Prok_ASV_354	MS	BAT	0.914285714285714	Pro_Pro	Thaumarchaeota	Thaumarchaeota
Prok_ASV_466	Euk_ASV_1644	MS	BAT	0.857142857142857	Euk_Pro	Dinoflagellata	Alphaproteobacteria
Prok_ASV_466	Euk_ASV_2046	MS	BAT	0.742857142857143	Euk_Pro	Dinoflagellata	Alphaproteobacteria
Prok_ASV_466	Prok_ASV_163	MS	BAT	1	Pro_Pro	SAR406	Alphaproteobacteria
Prok_ASV_473	Prok_ASV_27	IO	DCM	1	Pro_Pro	Bacteroidetes	Bacteroidetes
Prok_ASV_473	Euk_ASV_63	IO	DCM	1	Euk_Pro	Apicomplexa	Bacteroidetes
Prok_ASV_4740	Prok_ASV_741	MS	SRF	0.842105263157895	Pro_Pro	Bacteroidetes	Bacteroidetes
Prok_ASV_4740	Euk_ASV_1591	MS	SRF	0.842105263157895	Euk_Pro	Picozoa	Bacteroidetes
Prok_ASV_489	Euk_ASV_1486	MS	SRF	0.947368421052632	Euk_Pro	Ochrophyta	Bacteroidetes
Prok_ASV_511	Prok_ASV_40	SPO	DCM	1	Pro_Pro	Alphaproteobacteria	Alphaproteobacteria
Prok_ASV_511	Prok_ASV_251	SPO	DCM	1	Pro_Pro	Bacteroidetes	Alphaproteobacteria
Prok_ASV_511	Prok_ASV_55	SPO	DCM	1	Pro_Pro	Bacteroidetes	Alphaproteobacteria
Prok_ASV_5319	Prok_ASV_4127	SPO	DCM	1	Pro_Pro	Alphaproteobacteria	Gammaproteobacteria
Prok_ASV_5319	Prok_ASV_1214	SPO	DCM	1	Pro_Pro	Gammaproteobacteria	Gammaproteobacteria
Prok_ASV_559	Prok_ASV_377	MS	MES	0.75	Pro_Pro	Thaumarchaeota	Thaumarchaeota
Prok_ASV_5792	Prok_ASV_3561	SPO	DCM	1	Pro_Pro	Alphaproteobacteria	SAR406
Prok_ASV_5792	Prok_ASV_1821	SPO	DCM	1	Pro_Pro	Cyanobacteria	SAR406
Prok_ASV_5792	Prok_ASV_3339	SPO	DCM	1	Pro_Pro	Euryarchaeota	SAR406
Prok_ASV_5792	Prok_ASV_2956	SPO	DCM	1	Pro_Pro	Gammaproteobacteria	SAR406
Prok_ASV_6078	Prok_ASV_1749	MS	BAT	0.742857142857143	Pro_Pro	ChO	Alphaproteobacteria
Prok_ASV_6078	Prok_ASV_466	MS	BAT	0.857142857142857	Pro_Pro	Alphaproteobacteria	Alphaproteobacteria
Prok_ASV_6078	Prok_ASV_360	MS	BAT	0.742857142857143	Pro_Pro	Thaumarchaeota	Alphaproteobacteria
Prok_ASV_6078	Prok_ASV_1682	MS	BAT	0.857142857142857	Pro_Pro	Actinobacteria	Alphaproteobacteria
Prok_ASV_612	Euk_ASV_2331	MS	SRF	0.789473684210526	Euk_Pro	Stramenopiles_X	Cyanobacteria
Prok_ASV_612	Prok_ASV_489	MS	SRF	0.894736842105263	Pro_Pro	Bacteroidetes	Cyanobacteria
Prok_ASV_630	Prok_ASV_277	SPO	DCM	1	Pro_Pro	Actinobacteria	Actinobacteria
Prok_ASV_633	Prok_ASV_481	SPO	DCM	1	Pro_Pro	Planctomycetes	Bacteroidetes
Prok_ASV_6379	Prok_ASV_277	SPO	DCM	1	Pro_Pro	Actinobacteria	unBac
Prok_ASV_652	Euk_ASV_1874	MS	BAT	0.742857142857143	Euk_Pro	Dinoflagellata	Thaumarchaeota
Prok_ASV_652	Prok_ASV_222	MS	BAT	0.942857142857143	Pro_Pro	SAR406	Thaumarchaeota
Prok_ASV_652	Prok_ASV_466	MS	BAT	0.942857142857143	Pro_Pro	Alphaproteobacteria	Thaumarchaeota
Prok_ASV_6580	Prok_ASV_1220	SPO	DCM	1	Pro_Pro	Bacteroidetes	Alphaproteobacteria
Prok_ASV_6602	Prok_ASV_3181	SPO	DCM	1	Pro_Pro	Dadabacteria	Deltaproteobacteria
Prok_ASV_6979	Prok_ASV_1335	SPO	DCM	1	Pro_Pro	Gammaproteobacteria	Alphaproteobacteria
Prok_ASV_766	Prok_ASV_589	SPO	DCM	1	Pro_Pro	Alphaproteobacteria	Cyanobacteria
Prok_ASV_856	Prok_ASV_596	MS	MES	0.75	Pro_Pro	Thaumarchaeota	Thaumarchaeota
Prok_ASV_864	Euk_ASV_1715	MS	SRF	0.842105263157895	Euk_Pro	Stramenopiles_X	Gammaproteobacteria
Prok_ASV_866	Prok_ASV_49	SAO	DCM	0.75	Pro_Pro	Bacteroidetes	Alphaproteobacteria
Prok_ASV_866	Prok_ASV_16	SAO	DCM	0.75	Pro_Pro	Gammaproteobacteria	Alphaproteobacteria
Prok_ASV_897	Prok_ASV_251	SPO	DCM	1	Pro_Pro	Bacteroidetes	Alphaproteobacteria
Prok_ASV_911	Prok_ASV_612	MS	SRF	0.894736842105263	Pro_Pro	Cyanobacteria	Bacteroidetes
Prok_ASV_911	Euk_ASV_2158	MS	SRF	0.947368421052632	Euk_Pro	Stramenopiles_X	Bacteroidetes
Prok_ASV_911	Prok_ASV_728	MS	SRF	0.789473684210526	Pro_Pro	Bacteroidetes	Bacteroidetes
Prok_ASV_915	Prok_ASV_101	MS	SRF	1	Pro_Pro	Alphaproteobacteria	Bacteroidetes
Prok_ASV_915	Prok_ASV_197	MS	SRF	1	Pro_Pro	Alphaproteobacteria	Bacteroidetes
Prok_ASV_915	Euk_ASV_1303	MS	SRF	1	Euk_Pro	Katablepharidophyta	Bacteroidetes
Prok_ASV_915	Euk_ASV_2162	MS	SRF	0.789473684210526	Euk_Pro	Dinoflagellata	Bacteroidetes
Prok_ASV_927	Prok_ASV_222	MS	BAT	0.914285714285714	Pro_Pro	SAR406	ChO
Prok_ASV_927	Prok_ASV_466	MS	BAT	0.942857142857143	Pro_Pro	Alphaproteobacteria	ChO
Prok_ASV_958	Prok_ASV_739	SPO	DCM	1	Pro_Pro	Cyanobacteria	Bacteroidetes
Prok_ASV_984	Prok_ASV_358	MS	BAT	0.942857142857143	Pro_Pro	Thaumarchaeota	Euryarchaeota
Prok_ASV_986	Prok_ASV_222	MS	BAT	0.857142857142857	Pro_Pro	SAR406	Euryarchaeota
